Text Chunk,Start-End (s),Audio File,Matched PDF Sentence,Similarity Score,small_transcription,large_transcription,wer_small,wer_large
Tampahan  pula  semasa  musim  menanam  dan  menwai  mereka  juga  memasak  untuk  semua  yang  bekerja  di  benda  mereka.,1898.88-1904.64,final_segments/seg_4_189888.mp3,Tambahan pula semasa musim menanam dan menuai mereka juga memasak untuk semua yang bekerja di bendang mereka.,0.924, Tambahan pula semasa musim menanam dan menuai mereka juga memasak untuk semua yang bekerja di benda mereka., Tambahan pula semasa musim menanam dan menuai mereka juga memasak untuk semua yang bekerja di bendang mereka.,0.11764705882352941,0.17647058823529413
"Selepas  kerja  di  benda  itu  selesai,  mereka  terus  membuat  kerja  kerja  rumah,  menjaga  anak -anak  dan  sibuk  dengan  berbagai -bagai  tugas  lain  yang  melapun  kecil  tetapi  sangat  penting.",1905.38-1914.92,final_segments/seg_4_190538.mp3,"Selepas kerja di bendang itu selesai, mereka terus membuat kerja-kerja rumah, menjaga anak-anak dan sibuk dengan berbagai-bagai tugas lain yang walaupun kecil tetapi sangat penting.",0.983," selepas kerja di benda itu selesai, mereka terus membuat kerja-kerja rumah, menjaga anak-anak dan sibuk dengan berbagai-berbagai tugas lain yang walaupun kecil tetapi sangat penting."," Selepas kerja di bendang itu selesai, mereka terus membuat kerja-kerja rumah, menjaga anak-anak dan sibuk dengan berbagai-bagai tugas lain yang walaupun kecil tetapi sangat penting.",0.25,0.2857142857142857
"Kadang -kali  wanita  wanita  ini  akan  membuat  kuig  untuk  dijual  bagi  mendapatkan  duit  lebih,  ataupun  menjaga  kain  dan  menjual  hasil  hasil  dari  hutan.",1914.92-1923.38,final_segments/seg_4_191492.mp3,"Kadang kala wanita wanita ini akan membuat kuih untuk dijual bagi mendapatkan duit lebih, ataupun menjaja kain dan menjual hasil-hasil dari hutan.",0.967," Kadangkala wanita-wanita ini akan membuat kuih untuk dijual bagi mendapatkan duit lebih, ataupun menjajikkan dan menjual hasil-hasil dari buta."," Kadangkala wanita-wanita ini akan membuat kuih untuk dijual bagi mendapatkan duit lebih, ataupun menjajah kain dan menjual hasil-hasil dari hutan.",0.43478260869565216,0.34782608695652173
Kerja  kerja  seperti  membuat  ikan  masin  dan  membuat  pekasam  adalah  keseluruhannya  dibuat  oleh  kau  wanita.,1924.08-1929.82,final_segments/seg_4_192408.mp3,Kerja-kerja seperti membuat ikan masin dan membuat pekasam adalah keseluru - hannya dibuat oleh kaum wanita.,0.961, Kerja-kerja seperti membuat ikan masin dan membuat perkasam adalah keseluruhannya dibuat oleh kaum wanita., Kerja-kerja seperti membuat ikan masin dan membuat pekasam adalah keseluruhannya dibuat oleh kaum wanita.,0.26666666666666666,0.2
wanita  melayu  adalah  lebih  rajin  dan  pandai  dari  kau  melaki  melayu.  wanita  melayu  juga  mempunyai  kecenderungannya  lebih  untuk  bejimat  dari  kau  melaki.,1930.68-1939.06,final_segments/seg_4_193068.mp3,Wanita Melayu adalah lebih rajin dan pandai dari kaum lelaki Melayu.,0.848, Wanita Melayu adalah lebih rajin dan pandai dari kaum nelaki Melayu. Wanita Melayu juga mempunyai kecenderungan yang lebih untuk berjimat dari kaum nelaki., Wanita Melayu adalah lebih rajin dan pandai dari kaum lelaki Melayu. Wanita Melayu juga mempunyai kecenderungan yang lebih untuk berjimat dari kaum lelaki.,0.3181818181818182,0.3181818181818182
Mereka  lebih  gemama  membeli  barang -barang  kemas  dari  membeli  barang  mewah  lain  yang  tidak  kekal  nilainya.,1939.94-1945.04,final_segments/seg_4_193994.mp3,Mereka lebih gemar membeli barang-barang kemas dari membeli barang mewah lain yang tidak kekal nilainya.,0.996, Mereka lebih gemar membeli barang-barang kemas dari membeli barang newah lain yang tidak kekal ni lainnya., Mereka lebih gemar membeli barang-barang kemas dari membeli barang mewah lain yang tidak kekal nilainya.,0.375,0.1875
"Dalam  skim  pembanda  ran  yang  disebutkan  tadi,  kau  melaki  diperlukan  bekerja  dalam  kerja  kerja  yang  bergaji.",1945.56-1951.30,final_segments/seg_4_194556.mp3,"Dalam skim pembandaran yang disebutkan tadi, kaum lelaki diperlukan bekerja dalam kerja-kerja yang bergaji.",0.923," Dalam skim pembandaran yang disebutkan tadi, kaum nelaki diperlukan bekerja dalam kerja-kerja yang bergaji."," Dalam skim pembandaran yang disebutkan tadi, kaum lelaki diperlukan bekerja dalam kerja-kerja yang bergaji.",0.375,0.375
"Kau  wanita  walaupun  terlibat  dalam  kerja  kerja  rumah,  akan  juga  mempunyai  masa  untuk  menjaga  kedai -kedai  yang  kecil.",1952.00-1958.16,final_segments/seg_4_195200.mp3,"Kaum wanita walaupun terlibat dalam kerja-kerja rumah, akan juga mem punyai masa untuk menjaga kedai-kedai yang kecil.",0.975," Kawan wanita walaupun terlibat dalam kerja-kerja rumah, akan juga mempunyai masa untuk menjaga kedai-kedai yang kecil."," Kaum wanita walaupun terlibat dalam kerja-kerja rumah, akan juga mempunyai masa untuk menjaga kedai-kedai yang kecil.",0.2777777777777778,0.2777777777777778
"Apa  yang  penting  adalah  kedai  dan  tempat  tinggal  adalah  di  tempatkan  dalam  bangunan  yang  sama.  Di  Kelantan,  kedai -kedai  melayu  di  kampung  adalah  selalu  niah  bahagian  hadapan  rumah  dan  kedai  tersebut  dijaga  keseluruhannya  oleh  kau  wanita.",1958.80-1971.96,final_segments/seg_4_195880.mp3,"Di Kelantan, kedai-kedai Melayu di kampung adalah selalunya ba - hagian hadapan rumah dan kedai tersebut dijaga keseluruhannya oleh kaum wanita.",0.869," Apa yang penting adalah kedai dan tempat tinggal adalah ditempatkan dalam bangunan yang sama. Di Kelantan, kedai-kedai Melayu di kampung adalah selalunya bahagian hadapan rumah dan kedai tersebut dijaga keseluruhannya oleh kaum wanita."," Apa yang penting ialah kedai dan tempat tinggal adalah ditempatkan dalam bangunan yang sama. Di Kelantan, kedai-kedai Melayu di kampung adalah selalunya bahagian hadapan rumah dan kedai tersebut dijaga keseluruhannya oleh kaum wanita.",0.19444444444444445,0.2222222222222222
Sesunggungnya  kebanyakan  dari  penyagaan  runcit  dan  penjajaan  adalah  dibuat  oleh  kau  wanita  di  Kelantan.,1972.68-1978.32,final_segments/seg_4_197268.mp3,Sesung guhnya kebanyakan dari perniagaan runcit dan penjajaan adalah dibuat oleh kaum wanita di Kelantan.,0.967, Sesungguhnya kebanyakan dari penyagaan luncit dan penjajahan adalah dibuat oleh kaum wanita di Kelantan., Sesungguhnya kebanyakan dari perniagaan luncit dan penjajaan adalah dibuat oleh kaum wanita di Kelantan.,0.2857142857142857,0.2857142857142857
"Walaupun  bagaimana  pun,  kesemualankah  langkah  jagaan  dan  perancangan  yang  dibuat  ini  akan  gagal  jika  sekiranya  pesaingan  dari  pekerjaan -kedaif -kedaif  runcit -china  yang  pandai  bejimat  dan  pinta  itu  tidak  dikurangkan.",1978.96-1990.46,final_segments/seg_4_197896.mp3,"Walau bagaimanapun, kesemua langkah-langkah jagaan dan peran cangan yang dibuat ini akan gagal jika sekiranya persaingan dari pekedai-pekedai runcit Cina yang pandai berjimat dan pintar itu tidak di - kurangkan.",0.827," Walaupun, semua langkah-langkah jagaan dan perancangan yang dibuat ini akan gagal jika sekiranya persaingan dari pekedaip-pekedaip rancit cina yang pandai berjimat dan pinta itu tidak dikurangkan."," Walaubagaimanapun, kesemua langkah-langkah jagaan dan perancangan yang dibuat ini akan gagal jika sekiranya persaingan dari pekedai-pekedai runcit Cina yang pandai berjimat dan pintar itu tidak dikurangkan.",0.4,0.4
Kita  tahu  bahawa  sebelum  orang -orang  cina  datang  ke  tanah  melayu  orang -orang  melayu  lah  yang  menjadi  para  pekerjaan  dan  penyaga  runcit.,1991.16-1998.32,final_segments/seg_4_199116.mp3,Kita tahu bahawa sebelum orang-orang Cina datang ke Tanah Melayu orang-orang Melayu - lah yang menjadi para pekedai dan peniaga runcit.,0.987, Kita tahu bahawa sebelum orang-orang China datang ke Tanah Melayu orang-orang Melayu lah yang menjadi para pekedi dan penyagar rancin.," Kita tahu bahawa sebelum orang-orang Cina datang ke tanah Melayu, orang-orang Melayulah yang menjadi para pekedai dan peniaga runcit.",0.36363636363636365,0.4090909090909091
"Oleh  kerana  tak  tik  penyagaan  orang -orang  cina  yang  lebih  baiklah,  maka  kedai -kedai  melayu  telah  lena.  Kemahiran  penyagaan  cina  dapat  dilihat  dari  banyak  segi.",1998.92-2007.74,final_segments/seg_4_199892.mp3,Oleh kerana taktik perniagaan orang Cina yang lebih baiklah maka kedai-kedai Melayu telah lenyap.,0.886, oleh kerana taktik penyagaan orang China yang lebih baiklah maka kedai-kedai Melayu telah lenyang. Kemahiran penyagaan China dapat dilihat dari banyak segi.," Oleh kerana taktik perniagaan orang Cina yang lebih baiklah, maka kedai-kedai Melayu telah lenyap. Kemahiran perniagaan Cina dapat dilihat dari banyak segi.",0.36,0.32
Asasnya  elas  ikab  semula  jadi  orang -cina  yang  suka  bejimat  cermat.  Ini  telah  membolehkan  mereka  membuat  simpanan  dan  membesarkan  penyagaan  mereka  berdasarkan  dari  keuntungan  yang  minimum.,2008.14-2018.08,final_segments/seg_4_200814.mp3,Ini telah membolehkan mereka membuat simpanan dan membesarkan per - niagaan mereka berdasarkan dari keuntungan yang minimum.,0.864, Asasnya ialah sikap semula jadi orang cina yang suka berjimat cermat. Ini telah membolehkan mereka membuat simpanan dan membesarkan perniagaan mereka berdasarkan dari keuntungan yang minim., Asasnya ialah sikap semula jadi orang Cina yang suka berjimat cermat. Ini telah membolehkan mereka membuat simpanan dan membesarkan perniagaan mereka berdasarkan dari keuntungan yang minimum.,0.23076923076923078,0.19230769230769232
Orang -orang  melayu  boleh  disuruh  lebih  bejimat  tetapi  tabiat  dan  sifat  yang  bergenerasi  lamanya  itu  tidak  boleh  dibuang  dengan  sekaligos.,2018.82-2026.28,final_segments/seg_4_201882.mp3,Orang-orang Melayu boleh disuruh lebih ber jimat tetapi tabiat dan sifat yang bergenerasi lamanya itu tidak boleh dibuang dengan sekaligus.,0.975, Orang-orang Melayu boleh disuruh lebih berjimat tetapi tabiat dan sifat yang bergenerasi lamanya itu tidak boleh dibuang dengan sekaligus., Orang-orang Melayu boleh disuruh lebih berjimat tetapi tabiat dan sifat yang bergenerasi lamanya itu tidak boleh dibuang dengan sekaligus.,0.2,0.2
Ada  berbagai -bagai  taktik  yang  digunakan  oleh  orang -orang  cina  yang  boleh  dipintas  supaya  pekerjaan -kedaif -kedaif  melayu  berpeluang  untuk  bersaing  dengan  mereka  dengan  cara  yang  adil.,2026.98-2036.52,final_segments/seg_4_202698.mp3,Ada berbagai-bagai taktik yang digunakan oleh orang-orang Cina yang boleh dipintas supaya pekedai-peke - dai Melayu berpeluang untuk bersaing dengan mereka dengan cara yang adil.,0.984, Ada berbagai-bagai taktik yang digunakan oleh orang-orang China yang boleh dipintas supaya pekerai-pekerai Melayu berpeluang untuk bersaing dengan mereka dengan cara yang adil., Ada berbagai-bagai taktik yang digunakan oleh orang-orang China yang boleh dipintas supaya pekedai-pekedai Melayu berpeluang untuk bersaing dengan mereka dengan cara yang adil.,0.2962962962962963,0.2962962962962963
Salah  satu  darinya  ilah  kemudahan  berhutang.  Orang -orang  cina  yang  lebih  kekap  menilai  watak  sesu  orang  itu  membenakan  orang -orang  melayu  berhutang  sedikit  dan  dengan  itu  mengikat  pelangan -pelangan  melayu  itu  kepada  mereka.,2037.20-2049.34,final_segments/seg_4_203720.mp3,Orang-orang Cina yang lebih cekap menilai watak seseorang itu membenarkan orang-orang Melayu berhutang sedikit dan dengan itu mengikat pelanggan pelanggan Melayu itu kepada mereka.,0.945, Salah satu darinya ialah kemudahan berhutang. Orang-orang Cina yang lebih cekap menilai watak seseorang itu membenarkan orang-orang Melayu berhutang sedikit dan dengan itu mengikat pelanggan-pelanggan Melayu itu kepada mereka., Salah satu darinya ialah kemudahan berhutang. Orang-orang Cina yang lebih cekap menilai watak seseorang itu membenarkan orang-orang Melayu berhutang sedikit dan dengan itu mengikat pelanggan-pelanggan Melayu itu kepada mereka.,0.3333333333333333,0.3333333333333333
Termasuk  juga  dalam  taktik  ini  ilah  pinjaman  wang  tunai  sebagai  pendahuluan.  Di  kampung -kampung  taktik  bagini  telah  bekembang  menjadi  sistem  pada  kunca  yang  sangat  memberas  itu.,2050.02-2059.76,final_segments/seg_4_205002.mp3,Termasuk juga dalam taktik ini ialah pinjaman wang tunai sebagai pendahuluan.,0.855, termasuk juga dalam taktik ini adalah pinjaman wang tunai sebagai pendahuluan. Di kampung-kampung taktik begini telah berkembang menjadi sistem padi kunca yang sangat memeras itu., Termasuk juga dalam taktik ini ialah pinjaman wang tunai sebagai pendahuluan. Di kampung-kampung taktik begini telah berkembang menjadi sistem padi kunca yang sangat memeras itu.,0.2692307692307692,0.2692307692307692
"Amalan  bagini  harus  dihentikan  dengan  cara  undang -undang.  Pembelian  mestilah  tunai  dan  jika  kredit  atau  hutang  diberi,  ianya  mestilah  dicatit  dalam  buku  akan  yang  betul  dan  mestilah  diperiksa  oleh  pegawai -pegawai  pemungut  cukai.",2060.40-2073.58,final_segments/seg_4_206040.mp3,"Pembelian mestilah tunai, dan jika kredit atau hutang diberi, ianya mestilah dicatit dalam buku akaun yang betul dan mestilah diperiksa oleh pegawai- pegawai pemungut cukai.",0.818," Amalan begini harus dihentikan dengan cara undang-undang. Pembelian mestilah tunai dan jika kredit atau hutang diberi, ianya mestilah dicatik dalam buku akau yang betul dan mestilah diperiksa oleh pegawai-pegawai pemungut cukai."," Amalan begini harus dihentikan dengan cara undang-undang. Pembelian mestilah tunai dan jika kredit atau hutang diberi, ianya mestilah dicatik dalam buku akaun yang betul dan mestilah diperiksa oleh pegawai-pegawai pemungut cukai.",0.21212121212121213,0.21212121212121213
Kutang  yang  bertimbun  timbon  janganlah  dibenarkan  tanggungan  mestilah  teleta  atas  pekerjaan  supaya  dialah  yang  akan  rugi  segalang -galanya  dari  amalan  mengikat  pelangan -pelangannya.,2074.34-2083.54,final_segments/seg_4_207434.mp3,Tanggungan mestilah terletak atas pekedai supaya dialah yang akan rugi segala-galanya dari amalan mengikat pelanggan- pelanggannya.,0.858, Putang yang bertimbun-timbun janganlah dibenarkan. Tanggungan mestilah teletak atas perkedai supaya dia lah yang akan rugi segala-galanya dari amalan mengikat pelanggan pelanggan., hutang yang bertimbun-timbun janganlah dibenarkan. Tanggungan mestilah terletak atas pekedai supaya dialah yang akan rugi segala-galanya dari amalan mengikat pelanggan-pelanggan.,0.5217391304347826,0.43478260869565216
"Dengan  cara  ini,  hutang -hutang  kecil  yang  diberi  kepada  pelangan  melayu  tidak  akan  digunakan  untuk  menyakat  mereka  dari  membeli  di  sebarang  kedai  lain.",2084.58-2092.38,final_segments/seg_4_208458.mp3,Dengan cara ini hutang-hutang kecil yang diberi kepada pelanggan Melayu tidak akan digunakan untuk menyekat mereka dari membeli di sebarang kedai lain.,0.991," Dengan cara ini, hutang-hutang kecil yang diberi kepada pelanggan Melayu tidak akan dibunakan untuk menyekat mereka dari membeli di sebarang kedai lain.", Dengan cara ini hutang-hutang kecil yang diberi kepada pelanggan Melayu tidak akan digunakan untuk menyekat mereka dari membeli di sebarang kedai lain.,0.21739130434782608,0.21739130434782608
Satu  faktor  yang  paling  bertanggung  jawab  menyinkirkan  orang -orang  melayu  dari  penyagaan  runcit  yang  lah  cara  meletapkan  harga  barang -barang.,2092.38-2100.30,final_segments/seg_4_209238.mp3,Satu faktor yang paling bertanggungjawab menyingkirkan orang-orang Melayu dari perniagaan runcit ialah cara mene tapkan harga barang-barang.,0.956, Satu faktor yang paling bertanggungjawab menyingkirkan orang-orang Melayu dari penyagaan rancid ialah cara menetapkan harga barang-barang., Satu faktor yang paling bertanggungjawab menyingkirkan orang-orang Melayu dari perniagaan runcit ialah cara menetapkan harga barang-barang.,0.55,0.55
Barang -barang  tidak  pernah  dietapkan  harga  di  semua  tempat  sebelah  timbon  dari  suiz.  Tawah  menawar  adalah  satu  cara  jual  belian  terlagi  terima.,2100.68-2109.00,final_segments/seg_4_210067.mp3,Salah satu di antara sebabnya yang selalu diberi ialah kerana orang-orang Melayu tidak tahu menjual barang-barang.,0.726, Barang-barang tidak pernah ditetapkan harga di semua tempat sebelah Timur dari Suisse. Tawa menawar adalah satu cara jual beli yang telah diterima., Barang-barang tidak pernah ditetapkan harga di semua tempat sebelah timur dari Swiss. Tawar menawar adalah satu cara jual beli yang telah diterima.,0.45454545454545453,0.45454545454545453
Pembelian  adalah  proses  tawah  menawar  satu  petandingan  di  antara  pembeli  dan  penjual.  Biasanya  dianggap  bahawa  pekerjaan  tidak  pernah  rugi  dalam  proses  jual  beli  ini.,2109.56-2119.06,final_segments/seg_4_210956.mp3,"Pembe - lian adalah proses tawar menawar, satu pertandingan di antara pembeli dan penjual.",0.879," Pembelian adalah proses tawa menawa, satu pertandingan di antara pembeli dan penjual. Biasanya dianggap bahawa pekerai tidak pernah rugi dalam proses jual beli ini."," Pembelian adalah proses tawa-menawa, satu pertandingan di antara pembeli dan penjual. Biasanya dianggap bahawa pekedai tidak pernah rugi dalam proses jual-beli ini.",0.16666666666666666,0.25
"Ini  tidak  las  ralunya  benar,  sering  juga  terdapat  pekerjaan  pekerjaan  bersebut  untuk  menjual  dengan  harga  yang  lebih  murah  dari  harga  yang  di  beli  ini  supaya  boleh  mendapat  untung  dari  perkara  perkara  lain  yang  kurang  nyata.",2119.66-2131.22,final_segments/seg_4_211966.mp3,Sering juga terdapat pekedai-pekedai yang bersetuju untuk menjual dengan harga yang lebih murah dari harga yang dibelinya supaya boleh mendapat untung dari perkara-perkara lain yang kurang nyata.,0.838, Ini tidaklah selalunya benar. Seling juga terdapat pekedaai-pekedaai yang bersetuju untuk menjual dengan harga yang lebih murah dari harga yang dibeliinya supaya boleh mendapat untung dari perkara-perkara lain yang kurang nyata., Ini tidaklah selalunya benar. Sering juga terdapat pekedai-pekedai yang bersetuju untuk menjual dengan harga yang lebih murah dari harga yang dibelinya supaya boleh mendapat untung dari perkara-perkara lain yang kurang nyata.,0.37142857142857144,0.34285714285714286
Perasaan  muhi  bahah  adalah  satu  komoditi  yang  sangat  penting  dalam  penyagaan.  Seorang  pekerjaan  tidak  akan  teragak  agak  untuk  rugi  beberapa  seandahulu  jika  dengan  ini  dia  dapat  mempastikan  bahawa  pelanggan  tersebut  akan  datang  semula  untuk  membeli  daripadanya  lain,2132.06-2146.28,final_segments/seg_4_213206.mp3,Seorang pekedai tidak akan teragak-agak untuk rugi beberapa sen dahulu jika dengan ini dia dapat mempastikan bahawa pelang - gan tersebut akan datang semula untuk membeli daripadanya lain kali.,0.866, Perasaan muhibah adalah satu komoditi yang sangat penting dalam penyelagaan. Seorang pekedaian tidak akan teragak-agak untuk rugi beberapa sian dahulu jika dengan ini dia dapat mempastikan bahawa pelanggan tersebut akan datang semula untuk membeli daripadanya lain., Perasaan muhibah adalah satu komoditi yang sangat penting dalam perniagaan. Seorang pekedai tidak akan teragak-agak untuk rugi beberapa sen dahulu jika dengan ini dia dapat mempastikan bahawa pelanggan tersebut akan datang semula untuk membeli daripadanya lainnya.,0.24324324324324326,0.24324324324324326
"kali.  Jika  terdapat  persaingan  dengan  kedai -kedai  jiran,  maka  lebih  senanglah  lagi  dia  memutuskan  untuk  rugi  dahulu  dan  untung  kemudian  dengan  berjimat  celimat  setemodal  yang  lebih  besar,  pekerjaan  pekerjaan  China  mampu  menanggung  rugi  lebih  kerab",2146.28-2160.46,final_segments/seg_4_214628.mp3,Jika terdapat persaingan dengan kedai kedai jiran maka lebih senanglah lagi dia memutuskan untuk rugi dahulu dan untung kemudian.,0.846," Jika terdapat persaingan dengan kedai-kedai jiran maka lebih senanglah lagi dia memutuskan untuk rugi dahulu dan untung kemudian dengan berjimat-celamat setermodal yang lebih besar, perkedai-perkedai China mampu menanggung rugi lebih kerap."," Jika terdapat persaingan dengan kedai-kedai jiran maka lebih senanglah lagi dia memutuskan untuk rugi dahulu dan untung kemudian, dengan berjimat cermat serta modal yang lebih besar, pekedai-pekedai China mampu menanggung rugi lebih kerap.",0.2857142857142857,0.3142857142857143
dari  orang -orang  melayu.  Ataupun  mereka  boleh  menentukan  margin  keuntungan  yang  lebih  rendah  dan  ini  akan  mempastikan  pelanggan -pelanggan  tadi  akan  terus  belanggan  dengan  mereka.,2160.46-2169.86,final_segments/seg_4_216046.mp3,"Dengan berjimat cermat serta modal yang lebih besar, pekedai-pekedai Cina mampu menanggung rugi lebih kerap dari orang-orang Melayu, ataupun mereka boleh menentukan margin keuntungan yang lebih rendah dan ini akan mempastikan pelanggan-pelanggan tadi akan terus berlanggan dengan mereka.",0.822, orang-orang Melayu ataupun mereka boleh menentukan marjin keuntungan yang lebih rendah dan ini akan mempastikan pelanggan-pelanggan tadi akan terus berlanggan dengan mereka., Ataupun mereka boleh menentukan marjin keuntungan yang lebih rendah dan ini akan mempastikan pelanggan-pelanggan tadi akan terus berlanggan dengan mereka.,0.32,0.32
Andanya  penyataan  orang  melayu  dalam  bidang -pengyagaan  runchit  hendak  digiatkan  semula  maka  sistem  harga  yang  boleh  berubah -ubah  itu  mestilah  dimansuhkan.,2170.58-2178.98,final_segments/seg_4_217058.mp3,Andainya penyertaan orang Melayu dalam bidang per niagaan runcit hendak digiatkan semula maka sistem harga yang boleh berubah-ubah itu mestilah dimansuhkan.,0.919, Andainya penyetaan orang Melayu dalam bidang penyagaan rancid hendak digiatkan semula maka sistem harga yang boleh berubah-ubah itu mestilah dimansuhkan.," Andainya penyertaan orang Melayu dalam bidang perniagaan runcit hendak digiatkan semula, maka sistem harga yang boleh berubah-ubah itu mestilah dimansuhkan.",0.2857142857142857,0.3333333333333333
Jika  semua  barang  yang  dijual  oleh  semua  kedai  mempunyai  harga  yang  di  tetapkan  dan  dipaparkan  dengan  terang  dan  sekiranya  penjualan  dengan  harga  yang  lebih  rendah  dari  yang  ditunjukkan  itu  di  tegah  maka  persaingan  cekit  leh.,2179.66-2191.68,final_segments/seg_4_217966.mp3,"Jika semua barang yang dijual oleh semua kedai mempunyai harga yang ditetapkan dan dipaparkan dengan terang, dan sekiranya pen - jualan dengan harga yang lebih rendah dari yang ditunjukkan itu ditegah maka persaingan cekik leher akan dapat dihentikan.",0.966," Jika semua barangan dijual oleh semua kedai mempunyai harga yang ditetapkan dan dipaparkan dengan terang, dan sekiranya piang jualan dengan harga yang lebih rendah dari yang ditunjukkan itu ditegah maka persaingan cekikli."," Jika semua barang yang dijual oleh semua kedai mempunyai harga yang ditetapkan dan dipaparkan dengan terang, dan sekiranya PN jualan dengan harga yang lebih rendah dari yang ditunjukkan itu ditegah maka persaingan cekiklih.",0.3142857142857143,0.2571428571428571
Dia  tidak  akan  dituduh  menjual  barang -barang  dengan  harga  yang  lebih  tinggi  secara  sembunyi  dan  keboli  hanya  dalam  tawa  menawar  dengan  pelanggan  tidak  akan  di  Uji  setiap  kali  dia  menjual.,2205.46-2216.40,final_segments/seg_4_220546.mp3,Dia tidak akan dituduh menjual barang-barang dengan harga yang lebih tinggi secara sembunyi-sembunyi dan kebolehannya dalam tawar menawar dengan pelanggan tidak akan diuji setiap kali dia menjual.,0.982, Dia tidak akan dituduh menjual barang-barang dengan harga yang lebih tinggi secara sembunyi-sembunyi dan kebolehannya dalam tawa menawa dengan pelanggan tidak akan diuji setiap kali dia menjual., Dia tidak akan dituduh menjual barang-barang dengan harga yang lebih tinggi secara sembunyi-sembunyi dan kebolehannya dalam tawar menawar dengan pelanggan tidak akan diuji setiap kali dia menjual.,0.26666666666666666,0.26666666666666666
Namun  tentu  ada  chaas  yang  boleh  mengatasi  sistem  menetapkan  harga  ini.  Perbesaan  harga  borong  mungkin  memberi  kesan  kepada  keuntungan  sebenar  sesuorang  peruncit.,2216.40-2225.84,final_segments/seg_4_221640.mp3,Perbezaan harga borong mungkin memberi kesan kepada keuntungan sebenar seseorang peruncit.,0.826, Namun tentu ada cas yang boleh mengatasi sistem menetapkan harga ini. Perbezaan harga borong mungkin memberi kesan kepada keuntungan sebenar seseorang perunjik., Namun tentu ada cas yang boleh mengatasi sistem menetapkan harga ini. Perbezaan harga borong mungkin memberi kesan kepada keuntungan sebenar seseorang perunci.,0.18181818181818182,0.18181818181818182
"Ini  dapat  diatasi  dengan  pemeriksaan -pemeriksaan  mengajur,  menentukan  adanya  reset  dan  dengan  menetapkan  harga  jual  beli  borong  yang  mesti  di  setakan  dengan  reset  dan  ditunjukkan  dalam  penyata  pendapatan  yang  di  terima.",2226.22-2237.98,final_segments/seg_4_222621.mp3,"Ini dapat diatasi dengan pemeriksaan-pemeriksaan mengejut, menentukan adanya resit dan dengan menetapkan harga jual beli borong yang mesti disertakan dengan resit dan ditunjukkan dalam penyata pendapatan yang diterima.",0.812," Ini dapat di atasih dengan pemeriksaan-pemeriksaan mengejut, menentukan adanya resit dan dengan menetapkan harga jual beli borong yang mesti disetakan dengan resit dan ditunjukkan dalam penyata pendapatan yang diterima."," Ini dapat diatasi dengan pemeriksaan-pemeriksaan mengejut, menentukan adanya resit dan dengan menetapkan harga jual beli borong yang mesti disertakan dengan resit dan ditunjukkan dalam penyata pendapatan yang diterima.",0.3548387096774194,0.2903225806451613
Undang -undang  mestilah  dibuat  untuk  mempastikan  bahawa  hanya  mesin  timbang  spring  seharjir  yang  digunakan  dengan  sepenuhnya.,2237.98-2245.14,final_segments/seg_4_223798.mp3,Undang-undang mestilah dibuat untuk mempastikan bahawa hanya mesin timbang spring sahaja yang digunakan dengan sepenuhnya.,0.986, Undang-undang mestilah dibuat untuk mempastikan bahawa hanya mesin timbang spring sahaja yang digunakan dengan sepenuhnya., Undang-undang mestilah dibuat untuk mempastikan bahawa hanya mesin timbang spring sahaja yang digunakan dengan sepenuhnya.,0.1875,0.1875
Daceng  yang  digunakan  sekarang  mempunyai  penimbang  yang  boleh  diubah -ubah  dan  boleh  dimahinkan  supaya  timbangannya  berkurangkan.,2246.02-2252.38,final_segments/seg_4_224602.mp3,Dacing yang digunakan sekarang mempunyai penimbang yang boleh diubah-ubah dan boleh dimainkan supaya timbangannya berkuran - gan.,0.933, Bacing yang digunakan sekarang mempunyai penimbang yang boleh diubah-ubah dan boleh dimainkan supaya timbangannya berkurangkan., Kacing yang digunakan sekarang mempunyai penimbang yang boleh diubah-ubah dan boleh dimainkan supaya timbangannya berkurangan.,0.25,0.3125
Peruncit -peruncit  China  yang  kecil -cekap  melakukan  perkara  ini  malahan  dengan  kejih  sekali  mengunakan  yang  sebagai  senjata  dalam  persaingan.,2253.24-2260.52,final_segments/seg_4_225323.mp3,"Peruncit-peruncit Cina yang kecil cekap melakukan perkara ini, malahan dengan keji sekali meng - gunakannya sebagai senjata dalam persaingan.",0.934, Peruncit-peruncit China yang kecil cekap melakukan perkara ini malahan dengan keji sekali menggunakannya sebagai senjata dalam pesaingan.," Peruncit-peruncit China yang kecil cekap melakukan perkara ini, malahan dengan keji sekali menggunakannya sebagai senjata dalam persaingan.",0.3684210526315789,0.3684210526315789
Apa  yang  terladi  sebutkan  adalah  dua  cara  yang  dapat  digunakan  untuk  mengatasi  penetapan  harga  dan  paparan  harga.,2260.52-2267.26,final_segments/seg_4_226052.mp3,Apa yang telah disebutkan adalah dua cara yang dapat digunakan untuk mengatasi penetapan harga dan paparan harga.,0.904, Apa yang telah disebutkan adalah dua cara yang dapat digunakan untuk mengatasi penetapan harga dan paparan harga., Apa yang telah disebutkan adalah dua cara yang dapat digunakan untuk mengatasi penetapan harga dan paparan harga.,0.11764705882352941,0.11764705882352941
